index,xmonth,xtime,yEAC,yEACr,yTSW,yTSWr
5272,12,2007-12-20 12:00:00,11899,0.981684679481891,222,0.018315320518109066
5273,12,2007-12-21 12:00:00,11838,0.9766520914115997,283,0.023347908588400298
5274,12,2007-12-22 12:00:00,11451,0.9447240326705717,670,0.055275967329428265
5275,12,2007-12-23 12:00:00,11349,0.9363088854054946,772,0.06369111459450541
5276,12,2007-12-24 12:00:00,11259,0.9288837554657207,862,0.07111624453427935
5277,12,2007-12-25 12:00:00,11317,0.9336688392046861,804,0.06633116079531391
5278,12,2007-12-26 12:00:00,11376,0.9385364243874268,745,0.06146357561257322
5279,12,2007-12-27 12:00:00,11407,0.94109396914446,714,0.05890603085553997
5280,12,2007-12-28 12:00:00,11455,0.9450540384456728,666,0.054945961554327204
5281,12,2007-12-29 12:00:00,11621,0.958749278112367,500,0.041250721887633034
5282,12,2007-12-30 12:00:00,11810,0.9743420509858922,311,0.025657949014107746
5283,12,2007-12-31 12:00:00,11911,0.9826746968071941,210,0.017325303192805876
5284,1,2008-01-01 12:00:00,12021,0.9917498556224734,100,0.008250144377526606
5285,1,2008-01-02 12:00:00,12103,0.9985149740120453,18,0.0014850259879547892
5286,1,2008-01-03 12:00:00,11937,0.9848197343453511,184,0.015180265654648957
5287,1,2008-01-04 12:00:00,11949,0.9858097516706542,172,0.014190248329345763
5288,1,2008-01-05 12:00:00,12014,0.9911723455160465,107,0.008827654483953468
5289,1,2008-01-06 12:00:00,11995,0.9896048180843164,126,0.010395181915683524
5290,1,2008-01-07 12:00:00,12072,0.995957429255012,49,0.004042570744988037
5291,1,2008-01-08 12:00:00,12107,0.9988449797871463,14,0.001155020212853725
5292,1,2008-01-09 12:00:00,12116,0.9995874927811237,5,0.00041250721887633036
5293,1,2008-01-10 12:00:00,12101,0.9983499711244946,20,0.0016500288755053215
5294,1,2008-01-11 12:00:00,12118,0.9997524956686742,3,0.0002475043313257982
5295,1,2008-01-12 12:00:00,12120,0.9999174985562247,1,8.250144377526606e-05
5296,1,2008-01-13 12:00:00,12121,1.0,0,0.0
5297,1,2008-01-14 12:00:00,12120,0.9999174985562247,1,8.250144377526606e-05
5298,1,2008-01-15 12:00:00,12121,1.0,0,0.0
5299,1,2008-01-16 12:00:00,12121,1.0,0,0.0
